strategy_0,strategy_1,strategy_2,strategy_3,poaching_regret,logging_regret,eq_str
0.75,0.0,0.25,0.0,0.1069522926211357,0.3255724391341206,"[0.75, 0.0, 0.25, 0.0]"
0.25,0.0,0.75,0.0,0.25884656772017434,0.10623776167631149,"[0.25, 0.0, 0.75, 0.0]"
0.0,0.25,0.0,0.75,0.08784024640917698,0.1976230277121067,"[0.0, 0.25, 0.0, 0.75]"
0.0,0.75,0.0,0.25,0.02216868951916684,0.34849898204207364,"[0.0, 0.75, 0.0, 0.25]"
